code_var 2014,prix_juillet_2024,prix de base,indice_elementaire_juillet_2024,ponderation national
401000002,796306.3837524178,90777.8,8.772038799711138,75.21
401000006,1168656.7164179105,216791.6,5.390691873752998,37.37
401000008,257600.0,75451.33333333333,3.4141212437155963,29.15
401000010,1104571.4285714286,233269.23076923078,4.735178424213873,53.4
401000011,784642.8571428572,132954.54545454544,5.901587301587302,38.16
