code_var 2014,prix_mai_2024,prix de base,indice_elementaire_mai_2024,ponderation national
401000002,939845.1327433628,90777.8,10.353248621836647,75.21
401000006,1900000.0,216791.6,8.764177209818092,37.37
401000008,686666.6666666666,75451.33333333333,9.100789029573146,29.15
401000010,2433333.3333333335,233269.23076923078,10.431437208024184,53.4
