code_var 2014,prix_juin_2024,prix de base,indice_elementaire_juin_2024,ponderation national
401000002,816981.6272965879,90777.8,8.99979540478606,75.21
401000006,1657692.3076923077,216791.6,7.646478496825097,37.37
401000008,337666.6666666667,75451.33333333333,4.475290915998834,29.15
401000010,2068750.0,233269.23076923078,8.868507831821928,53.4
401000011,155000.0,132954.54545454544,1.165811965811966,38.16
